   3200.00     6.204       7.0
   3201.00     6.204       7.0
   3202.00     6.203       7.0
   3203.00     6.202       7.0
   3204.00     6.200       7.0
   3205.00     6.198       7.0
   3206.00     6.197       7.0
   3207.00     6.195       7.0
   3208.00     6.190       7.0
   3209.00     6.185       7.0
   3210.00     6.184       7.0
   3211.00     6.182       7.0
   3212.00     6.182       7.0
   3213.00     6.182       7.0
   3214.00     6.178       7.0
   3215.00     6.175       7.0
   3216.00     6.175       7.0
   3217.00     6.176       7.0
   3218.00     6.179       7.0
   3219.00     6.184       7.0
   3220.00     6.186       7.0
   3221.00     6.187       7.0
   3222.00     6.186       7.0
   3223.00     6.183       7.0
   3224.00     6.178       7.0
   3225.00     6.171       7.0
   3226.00     6.165       7.0
   3227.00     6.163       7.0
   3228.00     6.158       7.0
   3229.00     6.157       7.0
   3230.00     6.154       7.0
   3231.00     6.154       7.0
   3232.00     6.154       7.0
   3233.00     6.159       7.0
   3234.00     6.165       7.0
   3235.00     6.172       7.0
   3236.00     6.179       7.0
   3237.00     6.187       7.0
   3238.00     6.196       7.0
   3239.00     6.204       7.0
   3240.00     6.212       7.0
   3241.00     6.219       7.0
   3242.00     6.224       7.0
   3243.00     6.226       7.0
   3244.00     6.228       7.0
   3245.00     6.229       7.0
   3246.00     6.229       7.0
   3247.00     6.230       7.0
   3248.00     6.230       7.0
   3249.00     6.231       7.0
   3250.00     6.232       7.0
   3251.00     6.233       7.0
   3252.00     6.236       7.0
   3253.00     6.237       7.0
   3254.00     6.238       7.0
   3255.00     6.239       7.0
   3256.00     6.242       7.0
   3257.00     6.243       7.0
   3258.00     6.244       7.0
   3259.00     6.248       7.0
   3260.00     6.250       7.0
   3261.00     6.259       7.0
   3262.00     6.269       7.0
   3263.00     6.276       7.0
   3264.00     6.284       7.0
   3265.00     6.285       7.0
   3266.00     6.285       7.0
   3267.00     6.283       7.0
   3268.00     6.278       7.0
   3269.00     6.276       7.0
   3270.00     6.274       7.0
   3271.00     6.271       7.0
   3272.00     6.270       7.0
   3273.00     6.270       7.0
   3274.00     6.267       7.0
   3275.00     6.263       7.0
   3276.00     6.262       7.0
   3277.00     6.261       7.0
   3278.00     6.263       7.0
   3279.00     6.268       7.0
   3280.00     6.269       7.0
   3281.00     6.270       7.0
   3282.00     6.270       7.0
   3283.00     6.274       7.0
   3284.00     6.276       7.0
   3285.00     6.278       7.0
   3286.00     6.281       7.0
   3287.00     6.283       7.0
   3288.00     6.285       7.0
   3289.00     6.290       7.0
   3290.00     6.296       7.0
   3291.00     6.303       7.0
   3292.00     6.309       7.0
   3293.00     6.314       7.0
   3294.00     6.317       7.0
   3295.00     6.320       7.0
   3296.00     6.321       7.0
   3297.00     6.322       7.0
   3298.00     6.323       7.0
   3299.00     6.323       7.0
   3300.00     6.324       7.0
   3301.00     6.323       7.0
   3302.00     6.322       7.0
   3303.00     6.320       7.0
   3304.00     6.318       7.0
   3305.00     6.317       7.0
   3306.00     6.316       7.0
   3307.00     6.316       7.0
   3308.00     6.316       7.0
   3309.00     6.316       7.0
   3310.00     6.316       7.0
   3311.00     6.317       7.0
   3312.00     6.318       7.0
   3313.00     6.321       7.0
   3314.00     6.321       7.0
   3315.00     6.321       7.0
   3316.00     6.320       7.0
   3317.00     6.318       7.0
   3318.00     6.318       7.0
   3319.00     6.321       7.0
   3320.00     6.322       7.0
   3321.00     6.324       7.0
   3322.00     6.328       7.0
   3323.00     6.330       7.0
   3324.00     6.333       7.0
   3325.00     6.334       7.0
   3326.00     6.335       7.0
   3327.00     6.336       7.0
   3328.00     6.336       7.0
   3329.00     6.336       7.0
   3330.00     6.335       7.0
   3331.00     6.334       7.0
   3332.00     6.333       7.0
   3333.00     6.330       7.0
   3334.00     6.328       7.0
   3335.00     6.324       7.0
   3336.00     6.318       7.0
   3337.00     6.312       7.0
   3338.00     6.310       7.0
   3339.00     6.309       7.0
   3340.00     6.307       7.0
   3341.00     6.305       7.0
   3342.00     6.303       7.0
   3343.00     6.303       7.0
   3344.00     6.302       7.0
   3345.00     6.301       7.0
   3346.00     6.302       7.0
   3347.00     6.303       7.0
   3348.00     6.308       7.0
   3349.00     6.311       7.0
   3350.00     6.316       7.0
   3351.00     6.322       7.0
   3352.00     6.329       7.0
   3353.00     6.333       7.0
   3354.00     6.336       7.0
   3355.00     6.337       7.0
   3356.00     6.338       7.0
   3357.00     6.336       7.0
   3358.00     6.334       7.0
   3359.00     6.331       7.0
   3360.00     6.330       7.0
   3361.00     6.330       7.0
   3362.00     6.330       7.0
   3363.00     6.329       7.0
   3364.00     6.327       7.0
   3365.00     6.323       7.0
   3366.00     6.322       7.0
   3367.00     6.322       7.0
   3368.00     6.318       7.0
   3369.00     6.316       7.0
   3370.00     6.315       7.0
   3371.00     6.312       7.0
   3372.00     6.312       7.0
   3373.00     6.314       7.0
   3374.00     6.314       7.0
   3375.00     6.315       7.0
   3376.00     6.316       7.0
   3377.00     6.320       7.0
   3378.00     6.322       7.0
   3379.00     6.322       7.0
   3380.00     6.322       7.0
   3381.00     6.322       7.0
   3382.00     6.322       7.0
   3383.00     6.324       7.0
   3384.00     6.327       7.0
   3385.00     6.329       7.0
   3386.00     6.331       7.0
