      3200.0000     0.10040E+05     0.34293E+03             7.0
      3201.0000     0.10015E+05     0.34229E+03             7.0
      3202.0000     0.10009E+05     0.34229E+03             7.0
      3203.0000     0.10021E+05     0.34293E+03             7.0
      3204.0000     0.10024E+05     0.34324E+03             7.0
      3205.0000     0.99900E+04     0.34229E+03             7.0
      3206.0000     0.99837E+04     0.34229E+03             7.0
      3207.0000     0.99959E+04     0.34293E+03             7.0
      3208.0000     0.99989E+04     0.34324E+03             7.0
      3209.0000     0.10057E+05     0.34546E+03             7.0
      3210.0000     0.10116E+05     0.34770E+03             7.0
      3211.0000     0.10175E+05     0.34995E+03             7.0
      3212.0000     0.10216E+05     0.35156E+03             7.0
      3213.0000     0.10247E+05     0.35286E+03             7.0
      3214.0000     0.10241E+05     0.35286E+03             7.0
      3215.0000     0.10234E+05     0.35286E+03             7.0
      3216.0000     0.10237E+05     0.35318E+03             7.0
      3217.0000     0.10250E+05     0.35383E+03             7.0
      3218.0000     0.10262E+05     0.35449E+03             7.0
      3219.0000     0.10284E+05     0.35547E+03             7.0
      3220.0000     0.10316E+05     0.35678E+03             7.0
      3221.0000     0.10329E+05     0.35744E+03             7.0
      3222.0000     0.10351E+05     0.35843E+03             7.0
      3223.0000     0.10363E+05     0.35909E+03             7.0
      3224.0000     0.10386E+05     0.36008E+03             7.0
      3225.0000     0.10398E+05     0.36074E+03             7.0
      3226.0000     0.10430E+05     0.36208E+03             7.0
      3227.0000     0.10453E+05     0.36308E+03             7.0
      3228.0000     0.10465E+05     0.36375E+03             7.0
      3229.0000     0.10488E+05     0.36475E+03             7.0
      3230.0000     0.10481E+05     0.36475E+03             7.0
      3231.0000     0.10456E+05     0.36408E+03             7.0
      3232.0000     0.10420E+05     0.36308E+03             7.0
      3233.0000     0.10395E+05     0.36241E+03             7.0
      3234.0000     0.10360E+05     0.36141E+03             7.0
      3235.0000     0.10315E+05     0.36008E+03             7.0
      3236.0000     0.10261E+05     0.35843E+03             7.0
      3237.0000     0.10189E+05     0.35612E+03             7.0
      3238.0000     0.10136E+05     0.35449E+03             7.0
      3239.0000     0.10065E+05     0.35221E+03             7.0
      3240.0000     0.99938E+04     0.34995E+03             7.0
      3241.0000     0.99052E+04     0.34706E+03             7.0
      3242.0000     0.98264E+04     0.34451E+03             7.0
      3243.0000     0.97842E+04     0.34324E+03             7.0
      3244.0000     0.97512E+04     0.34229E+03             7.0
      3245.0000     0.97094E+04     0.34104E+03             7.0
      3246.0000     0.96588E+04     0.33947E+03             7.0
      3247.0000     0.96262E+04     0.33853E+03             7.0
      3248.0000     0.96026E+04     0.33791E+03             7.0
      3249.0000     0.95614E+04     0.33667E+03             7.0
      3250.0000     0.95116E+04     0.33512E+03             7.0
      3251.0000     0.94621E+04     0.33358E+03             7.0
      3252.0000     0.94389E+04     0.33297E+03             7.0
      3253.0000     0.94070E+04     0.33205E+03             7.0
      3254.0000     0.94012E+04     0.33205E+03             7.0
      3255.0000     0.93782E+04     0.33144E+03             7.0
      3256.0000     0.93466E+04     0.33052E+03             7.0
      3257.0000     0.93065E+04     0.32931E+03             7.0
      3258.0000     0.92751E+04     0.32840E+03             7.0
      3259.0000     0.92353E+04     0.32719E+03             7.0
      3260.0000     0.92296E+04     0.32719E+03             7.0
      3261.0000     0.92070E+04     0.32659E+03             7.0
      3262.0000     0.91929E+04     0.32629E+03             7.0
      3263.0000     0.91873E+04     0.32629E+03             7.0
      3264.0000     0.91816E+04     0.32629E+03             7.0
      3265.0000     0.91591E+04     0.32569E+03             7.0
      3266.0000     0.91535E+04     0.32569E+03             7.0
      3267.0000     0.91479E+04     0.32569E+03             7.0
      3268.0000     0.91592E+04     0.32629E+03             7.0
      3269.0000     0.91536E+04     0.32629E+03             7.0
      3270.0000     0.91311E+04     0.32569E+03             7.0
      3271.0000     0.91255E+04     0.32569E+03             7.0
      3272.0000     0.91199E+04     0.32569E+03             7.0
      3273.0000     0.91144E+04     0.32569E+03             7.0
      3274.0000     0.91088E+04     0.32569E+03             7.0
      3275.0000     0.90865E+04     0.32509E+03             7.0
      3276.0000     0.90810E+04     0.32509E+03             7.0
      3277.0000     0.90504E+04     0.32419E+03             7.0
      3278.0000     0.90116E+04     0.32300E+03             7.0
      3279.0000     0.89813E+04     0.32211E+03             7.0
      3280.0000     0.89592E+04     0.32151E+03             7.0
      3281.0000     0.89538E+04     0.32151E+03             7.0
      3282.0000     0.89649E+04     0.32211E+03             7.0
      3283.0000     0.89759E+04     0.32270E+03             7.0
      3284.0000     0.89953E+04     0.32359E+03             7.0
      3285.0000     0.89898E+04     0.32359E+03             7.0
      3286.0000     0.89678E+04     0.32300E+03             7.0
      3287.0000     0.89541E+04     0.32270E+03             7.0
      3288.0000     0.89157E+04     0.32151E+03             7.0
      3289.0000     0.88857E+04     0.32063E+03             7.0
      3290.0000     0.88314E+04     0.31886E+03             7.0
      3291.0000     0.87854E+04     0.31739E+03             7.0
      3292.0000     0.87559E+04     0.31652E+03             7.0
      3293.0000     0.87184E+04     0.31536E+03             7.0
      3294.0000     0.86971E+04     0.31477E+03             7.0
      3295.0000     0.86838E+04     0.31448E+03             7.0
      3296.0000     0.86785E+04     0.31448E+03             7.0
      3297.0000     0.86732E+04     0.31448E+03             7.0
      3298.0000     0.86680E+04     0.31448E+03             7.0
      3299.0000     0.86707E+04     0.31477E+03             7.0
      3300.0000     0.86815E+04     0.31536E+03             7.0
      3301.0000     0.86762E+04     0.31536E+03             7.0
      3302.0000     0.86710E+04     0.31536E+03             7.0
      3303.0000     0.86497E+04     0.31477E+03             7.0
      3304.0000     0.86365E+04     0.31448E+03             7.0
      3305.0000     0.86154E+04     0.31391E+03             7.0
      3306.0000     0.85865E+04     0.31304E+03             7.0
      3307.0000     0.85497E+04     0.31189E+03             7.0
      3308.0000     0.85288E+04     0.31132E+03             7.0
      3309.0000     0.85158E+04     0.31103E+03             7.0
      3310.0000     0.84950E+04     0.31046E+03             7.0
      3311.0000     0.84899E+04     0.31046E+03             7.0
      3312.0000     0.84848E+04     0.31046E+03             7.0
      3313.0000     0.84796E+04     0.31046E+03             7.0
      3314.0000     0.84745E+04     0.31046E+03             7.0
      3315.0000     0.84850E+04     0.31103E+03             7.0
      3316.0000     0.84877E+04     0.31132E+03             7.0
      3317.0000     0.84983E+04     0.31189E+03             7.0
      3318.0000     0.85245E+04     0.31304E+03             7.0
      3319.0000     0.85193E+04     0.31304E+03             7.0
      3320.0000     0.84985E+04     0.31246E+03             7.0
      3321.0000     0.84778E+04     0.31189E+03             7.0
      3322.0000     0.84493E+04     0.31103E+03             7.0
      3323.0000     0.84132E+04     0.30988E+03             7.0
      3324.0000     0.83849E+04     0.30903E+03             7.0
      3325.0000     0.83799E+04     0.30903E+03             7.0
      3326.0000     0.83748E+04     0.30903E+03             7.0
      3327.0000     0.83698E+04     0.30903E+03             7.0
      3328.0000     0.84034E+04     0.31046E+03             7.0
      3329.0000     0.84216E+04     0.31132E+03             7.0
      3330.0000     0.84320E+04     0.31189E+03             7.0
      3331.0000     0.84581E+04     0.31304E+03             7.0
      3332.0000     0.84530E+04     0.31304E+03             7.0
      3333.0000     0.84324E+04     0.31246E+03             7.0
      3334.0000     0.84273E+04     0.31246E+03             7.0
      3335.0000     0.84222E+04     0.31246E+03             7.0
      3336.0000     0.84172E+04     0.31246E+03             7.0
      3337.0000     0.84121E+04     0.31246E+03             7.0
      3338.0000     0.84304E+04     0.31333E+03             7.0
      3339.0000     0.84176E+04     0.31304E+03             7.0
      3340.0000     0.84126E+04     0.31304E+03             7.0
      3341.0000     0.83766E+04     0.31189E+03             7.0
      3342.0000     0.83562E+04     0.31132E+03             7.0
      3343.0000     0.83512E+04     0.31132E+03             7.0
      3344.0000     0.83462E+04     0.31132E+03             7.0
      3345.0000     0.83566E+04     0.31189E+03             7.0
      3346.0000     0.83516E+04     0.31189E+03             7.0
      3347.0000     0.83620E+04     0.31246E+03             7.0
      3348.0000     0.83801E+04     0.31333E+03             7.0
      3349.0000     0.83905E+04     0.31391E+03             7.0
