       925.5200     0.19285E+07     0.55102E+04
       934.7800     0.61478E+07     0.17919E+05
       944.0400     0.15669E+08     0.46579E+05
       953.3000     0.34642E+08     0.10501E+06
       962.5600     0.52880E+08     0.16343E+06
       971.8200     0.54815E+08     0.17268E+06
       981.0800     0.54304E+08     0.17435E+06
       990.3400     0.72389E+08     0.23682E+06
       999.6000     0.10225E+09     0.34080E+06
      1008.8600     0.11263E+09     0.38239E+06
      1018.1200     0.92939E+08     0.32135E+06
      1027.3800     0.72079E+08     0.25378E+06
      1036.6400     0.87882E+08     0.31502E+06
      1045.9000     0.13593E+09     0.49600E+06
      1055.1600     0.16766E+09     0.62266E+06
      1064.4200     0.17027E+09     0.64350E+06
      1073.6801     0.16355E+09     0.62888E+06
      1082.9399     0.15318E+09     0.59924E+06
      1092.2000     0.14709E+09     0.58530E+06
      1101.4600     0.14494E+09     0.58654E+06
      1110.7200     0.14976E+09     0.61629E+06
      1119.9800     0.14638E+09     0.61248E+06
      1129.2400     0.13921E+09     0.59212E+06
      1138.5000     0.14708E+09     0.63593E+06
      1147.7600     0.16224E+09     0.71290E+06
      1155.8000     0.16842E+09     0.75050E+06
      1157.0000     0.17638E+09     0.78756E+06
      1158.0000     0.16480E+09     0.73715E+06
      1159.2000     0.17144E+09     0.76844E+06
      1160.4000     0.16419E+09     0.73746E+06
      1161.6000     0.17406E+09     0.78339E+06
      1162.8000     0.16308E+09     0.73551E+06
      1164.0000     0.16599E+09     0.75016E+06
      1165.2000     0.15977E+09     0.72358E+06
      1166.4000     0.16462E+09     0.74706E+06
      1167.6000     0.17184E+09     0.78144E+06
      1168.8000     0.16601E+09     0.75647E+06
      1169.8000     0.15424E+09     0.70403E+06
      1171.0000     0.14039E+09     0.64212E+06
      1172.2000     0.13386E+09     0.61354E+06
      1173.4000     0.12787E+09     0.58726E+06
      1174.6000     0.13544E+09     0.62330E+06
      1175.8000     0.15355E+09     0.70811E+06
      1177.0000     0.16350E+09     0.75552E+06
      1178.2000     0.16757E+09     0.77589E+06
      1179.4000     0.16802E+09     0.77958E+06
      1180.6000     0.16997E+09     0.79021E+06
      1181.6000     0.17652E+09     0.82209E+06
      1182.8000     0.18529E+09     0.86468E+06
      1184.0000     0.18480E+09     0.86416E+06
      1185.2000     0.16546E+09     0.77528E+06
      1186.4000     0.16422E+09     0.77100E+06
      1187.6000     0.15312E+09     0.72034E+06
      1188.8000     0.14206E+09     0.66968E+06
      1190.0000     0.13776E+09     0.65071E+06
      1191.2000     0.12687E+09     0.60051E+06
      1192.4000     0.12367E+09     0.58651E+06
      1193.4000     0.11594E+09     0.55080E+06
      1194.6000     0.11372E+09     0.54132E+06
      1195.8000     0.11014E+09     0.52534E+06
      1197.0000     0.10875E+09     0.51974E+06
      1198.2000     0.11116E+09     0.53234E+06
      1199.4000     0.96872E+08     0.46484E+06
